title,url,date,date_parsed,event_type,score,reasons
PM Netanyahu's Remarks at a US Embassy event celebrating American Independence Day,https://www.gov.il/en/pages/event-us090925,2025-09-09,2025-09-09,speech,31,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal
PM Netanyahu's Remarks at the US Independence Day Reception Hosted by Newsmax,https://www.gov.il/en/pages/event-newsmax140825,2025-08-14,2025-08-14,speech,31,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal
PM Netanyahu's Remarks at the Signing of MOUs with Argentine President Javier Milei,https://www.gov.il/en/pages/event-argentina120625,2025-06-12,2025-06-12,speech,31,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal
PM Netanyahu Comments on US President Trump's UN Speech,https://www.gov.il/en/pages/spoketrump190917,2017-09-19,2017-09-19,speech,31,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal
PM Netanyahu's Remarks at the Start of his Meeting with US President Donald Trump,https://www.gov.il/en/pages/eventstarttrump180917,2017-09-18,2017-09-18,speech,31,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal
PM Netanyahu's Remarks at his Meeting with Colombian President Santos,https://www.gov.il/en/pages/speechcolumbia140917,2017-09-14,2017-09-14,speech,31,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal
PM Netanyahu's Remarks at the Economic Forum in Hungary,https://www.gov.il/en/pages/speechforum190717,2017-07-19,2017-07-19,speech,31,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal
PM Netanyahu's Remarks at Ceremony Commemorating the 75th Anniversary of the Deportation of French Jews,https://www.gov.il/en/pages/event75years160717,2017-07-16,2017-07-16,speech,31,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal
PM Netanyahu's Remarks at the Welcoming Ceremony for Rwandan President Paul Kagame,https://www.gov.il/en/pages/eventrwanda100717,2017-07-10,2017-07-10,speech,31,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal
Statement by PM Netanyahu's Office Regarding US Secretary of State Tillerson's Remarks,https://www.gov.il/en/pages/spoketilerson140517,2017-05-14,2017-05-14,speech,31,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal
PM Netanyahu's Remarks at the Start of his Meeting with Slovak President Andre Kiska,https://www.gov.il/en/pages/spokeslovakia300317,2017-03-30,2017-03-30,speech,31,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal
PM Netanyahu's Remarks at the Start of his Meeting with Russian President Vladimir Putin,https://www.gov.il/en/pages/eventrussia090317,2017-03-09,2017-03-09,speech,31,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal
PM Netanyahu's Remarks Following his Meeting with Russian President Vladimir Putin,https://www.gov.il/en/pages/eventmeetingend090317,2017-03-09,2017-03-09,speech,31,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal
PM Netanyahu's Remarks at the White House,https://www.gov.il/en/pages/eventtrump150217,2017-02-15,2017-02-15,speech,31,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal
PM Netanyahu's Remarks upon Boarding his Plane for Washington,https://www.gov.il/en/pages/eventtakeoff130217,2017-02-13,2017-02-13,speech,31,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal
PM Netanyahu's Statement in Response to US Secretary of State John Kerry's Speech,https://www.gov.il/en/pages/spokekerry281216,2016-12-28,2016-12-28,speech,31,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal
PM Netanyahu's Remarks at the Lighting of the Second Chanukah Candle at the Western Wall in Jerusalem,https://www.gov.il/en/pages/eventhanukkah251216,2016-12-25,2016-12-25,speech,31,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal
PM Netanyahu's Remarks Upon Departing for the United States,https://www.gov.il/en/pages/eventtakeoff200916,2016-09-20,2016-09-20,speech,31,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal
Excerpts from PM Netanyahu's Remarks at a Joint Press Conference with Dutch Prime Minister Mark Rutte,https://www.gov.il/en/pages/eventconf060916,2016-09-06,2016-09-06,speech,31,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal
PM Netanyahu Responds to Egyptian President El-Sisi's Remarks,https://www.gov.il/en/pages/spokeres170516,2016-05-17,2016-05-17,speech,31,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal
PM Netanyahu's Remarks at the Start of his Meeting with Russian President Vladimir Putin,https://www.gov.il/en/pages/speechputin210416,2016-04-21,2016-04-21,speech,31,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal
PM Netanyahu's Remarks Following his Meeting with Russian President Vladimir Putin,https://www.gov.il/en/pages/spokeputin210416,2016-04-21,2016-04-21,speech,31,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal
Additional Remarks by PM Netanyahu at the Joint Statement with German Chancellor Angela Merkel,https://www.gov.il/en/pages/speechgermanyb160216,2016-02-16,2016-02-16,speech,31,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal
PM Netanyahu's Response to the UN Secretary General's Remarks,https://www.gov.il/en/pages/spokeun260116,2016-01-26,2016-01-26,speech,31,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal
PM Netanyahu's Remarks at the Knesset Session Marking 40 Years Since the Late President Chaim Herzog's Speech to the UN,https://www.gov.il/en/pages/speechchaimhe050116,2016-01-05,2016-01-05,speech,31,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal
Remarks by PM Netanyahu at the start of his Meeting with Ukraine President Petro Poroshenko,https://www.gov.il/en/pages/spokeshabak221215,2015-12-22,2015-12-22,speech,31,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal
Excerpt from PM Netanyahu's Remarks to Ambassadors at the Foreign Ministry,https://www.gov.il/en/pages/spokechuts010715,2015-07-01,2015-07-01,speech,31,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal
Excerpts from PM Netanyahu's Remarks at the Start of his Meeting with Italian Foreign Minister Paolo Gentiloni,https://www.gov.il/en/pages/eventitaly300615,2015-06-30,2015-06-30,speech,31,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal
PM Netanyahu's Remarks upon his Return from the US,https://www.gov.il/en/pages/spokelanding040315,2015-03-04,2015-03-04,speech,31,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal
PM Netanyahu's Remarks Before Leaving for Washington,https://www.gov.il/en/pages/spokedc010315,2015-03-01,2015-03-01,speech,31,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal
Prime Minister Benjamin Netanyahu’s Address at the Memorial Service,https://www.gov.il/en/pages/speechshron290115,2015-01-29,2015-01-29,speech,31,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal
PM Netanyahu’s Remarks at the Start of His Meeting with French Jewish Community Leaders,https://www.gov.il/en/pages/eventleaders120115,2015-01-12,2015-01-12,speech,31,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal
Prime Minister Benjamin Netanyahu's Remarks at the Burial Ceremony for Lt. Col. John Henry Patterson's Ashes,https://www.gov.il/en/pages/eventgdodim041214,2014-12-04,2014-12-04,speech,31,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal
Prime Minister Benjamin Netanyahu's Remarks at the Fuel Choices Summit,https://www.gov.il/en/pages/speechoil031214,2014-12-03,2014-12-03,speech,31,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal
Prime Minister Benjamin Netanyahu's Speech to the Jewish Agency Board of Governors,https://www.gov.il/en/pages/speechagance230614,2014-06-23,2014-06-23,speech,31,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal
Prime Minister Netanyahu's remarks at Maimouna festivities in Or Akiva,https://www.gov.il/en/pages/maimouna220414,2014-04-22,2014-04-22,speech,31,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal
Prime Minister Benjamin Netanyahu's Remarks at the CyberTech 2014 Conference,https://www.gov.il/en/pages/speechcyber270114,2014-01-27,2014-01-27,speech,31,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal
PM Netanyahu's Remarks at the Start of his Meeting with US Rep. Mike Rogers,https://www.gov.il/en/pages/spokerogers240812,2012-08-24,2012-08-24,speech,31,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal
PM Netanyahu’s Remarks after his Meeting with Italian PM Monti,https://www.gov.il/en/pages/eventitaly080412,2012-04-08,2012-04-08,speech,31,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal
PM Netanyahu’s Speech Marking the Death of Former Czech President Václav Havel,https://www.gov.il/en/pages/speechczech010212,2012-02-01,2012-02-01,speech,31,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal
PM Netanyahu's Remarks upon his Return from Washington,https://www.gov.il/en/pages/spokeshiva250511,2011-05-25,2011-05-25,speech,31,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal
PM Netanyahu Responds to US President Obama's Remarks at the AIPAC Policy Conference,https://www.gov.il/en/pages/spoketguva220511,2011-05-22,2011-05-22,speech,31,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal
PM Netanyahu's Remarks at his Meeting with US Secretary of Defense Robert Gates,https://www.gov.il/en/pages/eventgates250311,2011-03-25,2011-03-25,speech,31,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal
PM Netanyahu's Remarks at the start of his Meeting with Russian Prime Minister Vladimir Putin and the Artists of the Memorial to Red Army's victory over Nazi Germany,https://www.gov.il/en/pages/eventandarta240311,2011-03-24,2011-03-24,speech,31,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal
PM Netanyahu's Remarks at the Start of his Meeting with Russian Prime Minister Vladimir Putin,https://www.gov.il/en/pages/eventputin240311,2011-03-24,2011-03-24,speech,31,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal
PM Netanyahu's Remarks at the Start of his Meeting with Russian President Dmitry Medvedev,https://www.gov.il/en/pages/eventrussia240311,2011-03-24,2011-03-24,speech,31,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal
Remarks Before the Meeting Between PM Netanyahu and US Special Envoy George Mitchell,https://www.gov.il/en/pages/eventmitchell131210,2010-12-13,2010-12-13,speech,31,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal
PM Netanyahu’s Speech at the General Assembly of the Jewish Federations of North America in New Orleans,https://www.gov.il/en/pages/speechga081110,2010-11-08,2010-11-08,speech,31,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal
"Remarks by PM Netanyahu Before Working Dinner with President Obama, President Abbas, President Mubarak and King Abdullah",https://www.gov.il/en/pages/speechbefore010910,2010-09-01,2010-09-01,speech,31,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal
PM Netanyahu's Principal Remarks at his Meeting with Greek PM Papandreou,https://www.gov.il/en/pages/eventgreece160810,2010-08-16,2010-08-16,speech,31,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal
Remarks by PM Netanyahu and U.S. President Obama,https://www.gov.il/en/pages/eventobama060710,2010-07-06,2010-07-06,speech,31,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal
PM Netanyahu’s Address in honor of Brazilian President Lula da Silva,https://www.gov.il/en/pages/speechlula150310,2010-03-15,2010-03-15,speech,31,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal
PM Netanyahu’s Speech at the Jewish Federations of North America General Assembly,https://www.gov.il/en/pages/speechjewish091109,2009-11-09,2009-11-09,speech,31,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal
PM Netanyahu’s Speech at the UN General Assembly,https://www.gov.il/en/pages/speechun240909,2009-09-24,2009-09-24,speech,31,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal
"PM Benjamin Netanyahu’s Speech at Axel Springer, Berlin, Germany",https://www.gov.il/en/pages/speechspringer270809,2009-08-27,2009-08-27,speech,31,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal
Prime Minister Benjamin Netanyahu’s Speech during his Visit to the Allenby Bridge Crossing,https://www.gov.il/en/pages/speechallen280709,2009-07-28,2009-07-28,speech,31,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal
Address by Prime Minister Benjamin Netanyahu at the Caesarea Conference,https://www.gov.il/en/pages/speechcaes020709,2009-07-02,2009-07-02,speech,31,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal
PM Netanyahu Addresses EU Ambassadors,https://www.gov.il/en/pages/spokeeurop300609,2009-06-30,2009-06-30,speech,31,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal
Prime Minister Benjamin Netanyahu’s Speech at the Knesset Session Commemorating the Late Deputy Minister and MK Avraham Ravitz,https://www.gov.il/en/pages/speechravitz250509,2009-05-25,2009-05-25,speech,31,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal
Prime Minister Benjamin Netanyahu’s Speech at AIPAC,https://www.gov.il/en/pages/speechaipac050509,2009-05-05,2009-05-05,speech,31,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal
Speech By Prime Minister Mr. Benjamin Netanyahu at the President’s Residence,https://www.gov.il/en/pages/speechpresnet010409,2009-04-01,2009-04-01,speech,31,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal
Prime Minister Benjamin Netanyahu's statement regarding the remarks by French President Emmanuel Macron,https://www.gov.il/en/pages/spoke-france1111,,,speech,31,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal
Holocaust Martyrs’ and Heroes’ Remembrance Day Address by Prime Minister Netanyahu,https://www.gov.il/en/pages/speechholocaust04052016,0405-20-16,,speech,31,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal
Prime Minister Netanyahu's Remarks at the Knesset Session Marking 48 Years Since the Reunification of Jerusalem,https://www.gov.il/en/pages/event48180515,4818-05-15,,speech,31,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal
PM Netanyahu's Remarks before Leaving for the US,https://www.gov.il/en/pages/spokeus,,,speech,31,speech/address/remarks; Netanyahu explicitly in title; foreign/UN signal
"PM Netanyahu at Joint Press Conference with Rwandan President Paul Kagame: ""We cannot, neither one of us, outsource our safety and our security""",https://www.gov.il/en/pages/eventpress060716,2016-07-06,2016-07-06,press,30,press event; Netanyahu explicitly in title; foreign/UN signal
PM Netanyahu's Statement at a press conference with Kenyan President Uhuru Kenyatta in Nairobi,https://www.gov.il/en/pages/eventkenya050716,2016-07-05,2016-07-05,press,30,press event; Netanyahu explicitly in title; foreign/UN signal
"Joint Press Conference between PM Netanyahu and Chancellor of the Federal Republic of Germany, Angela Merkel",https://www.gov.il/en/pages/eventpress310111,2011-01-31,2011-01-31,press,30,press event; Netanyahu explicitly in title; foreign/UN signal
Press Conference of PM Netanyahu and Italian PM Berlusconi,https://www.gov.il/en/pages/eventmasat020210,2010-02-02,2010-02-02,press,30,press event; Netanyahu explicitly in title; foreign/UN signal
Interview with Prime Minister Netanyahu in the “BILD” newspaper - Part II,https://www.gov.il/en/pages/eventbild2230609,2009-06-23,2009-06-23,interview,30,interview; Netanyahu explicitly in title; foreign/UN signal
Prime Minister Benjamin Netanyahu’s interview with RAI TV,https://www.gov.il/en/pages/eventrai230609,2009-06-23,2009-06-23,interview,30,interview; Netanyahu explicitly in title; foreign/UN signal
Interview with Prime Minister Netanyahu in the “BILD” newspaper - Part I,https://www.gov.il/en/pages/eventbild220609,2009-06-22,2009-06-22,interview,30,interview; Netanyahu explicitly in title; foreign/UN signal
Transcript of Prime Minister Benjamin Netanyahu's Interview on CBS's Evening News,https://www.gov.il/en/pages/eventcbs160609,2009-06-16,2009-06-16,interview,30,interview; Netanyahu explicitly in title; foreign/UN signal
"Transcript of Prime Minister Benjamin Netanyahu's Interview on NBC's ""Today Show""",https://www.gov.il/en/pages/eventnbc150609,2009-06-15,2009-06-15,interview,30,interview; Netanyahu explicitly in title; foreign/UN signal
Prime Minister Netanyahu Visits IDF Gaza Division,https://www.gov.il/en/pages/eventgaza201015,2015-10-20,2015-10-20,visit,29,site visit; Netanyahu explicitly in title; foreign/UN signal; core topic (Iran/Hamas/etc.)
PM Netanyahu Visits Israeli-Egyptian Border Fence,https://www.gov.il/en/pages/eventgvul270312,2012-03-27,2012-03-27,visit,29,site visit; Netanyahu explicitly in title; foreign/UN signal; core topic (Iran/Hamas/etc.)
PM Netanyahu Meets with Fijian Prime Minister and Foreign Affairs Minister Sitiveni Rabuka,https://www.gov.il/en/pages/event-hosting170925,2025-09-17,2025-09-17,meeting,28,meeting; Netanyahu explicitly in title; foreign/UN signal
